Accession,Original Taxonomy,Updated Taxonomy,Final Taxonomy,Name,Original Evaluation,Updated Evaluation,Final Classifier,ContML data
CAM91857.1,Begomovirus,Begomovirus,Begomovirus,rep protein,X,X,X,
CAM91884.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAM91890.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAM91896.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAM91902.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAM91908.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAM91917.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAM91928.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAM91934.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAM91945.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAM91951.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAM91958.1,Begomovirus,Begomovirus,Begomovirus,Rep protein,X,X,X,
CAM97881.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAM97882.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAN84510.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAO85760.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAO85765.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,X
CAO85771.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAO85776.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAO85781.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAO85786.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAO85791.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAO85796.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAO85801.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAO85806.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAO85811.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAO85816.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAO91915.1,Mastrevirus,Mastrevirus,Mastrevirus,Rep A,X,X,X,
CAO91919.1,Mastrevirus,Mastrevirus,Mastrevirus,Rep A,X,X,X,X
CAO98746.1,Begomovirus,Begomovirus,Begomovirus,replication association protein,X,X,X,
CAP03297.2,Begomovirus,Begomovirus,Begomovirus,replication initiator protein,X,X,X,
CAP07293.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
CAP57977.1,Mastrevirus,Mastrevirus,Mastrevirus,replication associated protein A,X,X,X,
CAP57985.1,Mastrevirus,Mastrevirus,Mastrevirus,replication associated protein A,X,X,X,
CAP58240.1,Mastrevirus,Mastrevirus,Mastrevirus,replication associated protein a,X,X,X,X
CAP58244.1,Mastrevirus,Mastrevirus,Mastrevirus,replication associated protein a,X,X,X,
CAP58248.1,Mastrevirus,Mastrevirus,Mastrevirus,replication associated protein a,X,X,X,
CAP69634.1,Begomovirus,Begomovirus,Begomovirus,Replication-associated protein,X,X,X,
CAP69642.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
CAP69650.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAP69810.1,Mastrevirus,Mastrevirus,Mastrevirus,replication associated protein (RepA),X,X,X,
CAP69814.1,Mastrevirus,Mastrevirus,Mastrevirus,replication associated protein (RepA),X,X,X,
CAP78913.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
CAQ03742.1,Mastrevirus,Mastrevirus,Mastrevirus,RepA,X,X,X,
CAQ03746.1,Mastrevirus,Mastrevirus,Mastrevirus,repA,X,X,X,
CAQ19351.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAQ30271.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,X
CAQ34827.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
CAQ42962.1,Mastrevirus,Mastrevirus,Mastrevirus,RepA,X,X,X,
CAQ51438.1,Mastrevirus,Mastrevirus,Mastrevirus,RepA,X,X,X,X
CAQ52397.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
CAQ53915.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
CAQ55762.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAQ58591.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
CAQ63432.1,Begomovirus,Begomovirus,Begomovirus,replication association protein,X,X,X,
CAQ63439.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,X
CAR47807.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAR64413.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAR64427.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAR64440.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAR64447.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAR64454.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAR64461.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAR64466.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAR64470.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAR64482.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAR64495.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAR65232.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
CAR65240.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
CAR65249.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAR82098.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CAR82104.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CAR82110.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CAR82116.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CAR85744.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAS97469.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CAS97475.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,X
CAS97481.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CAS97487.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CAS97493.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CAS97499.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CAT00008.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CAT00014.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CAW31008.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAW31015.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAW31022.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAW31040.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CAX53727.1,Begomovirus,Begomovirus,Begomovirus,rep protein,X,X,X,
CAX53733.1,Begomovirus,Begomovirus,Begomovirus,rep protein,X,X,X,
CAX53751.1,Begomovirus,Begomovirus,Begomovirus,rep protein,X,X,X,
CAX53757.1,Begomovirus,Begomovirus,Begomovirus,rep protein,X,X,X,X
CAX57487.1,Begomovirus,Begomovirus,Begomovirus,rep protein,X,X,X,
CAX65104.1,Begomovirus,Begomovirus,Begomovirus,rep protein,X,X,X,
CAY39392.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
CAZ40054.1,Begomovirus,Begomovirus,Begomovirus,replication protein,X,X,X,
CAZ40066.1,Begomovirus,Begomovirus,Begomovirus,replication protein,X,X,X,
CAZ40076.1,Begomovirus,Begomovirus,Begomovirus,replication protein,X,X,X,
CAZ40084.1,Begomovirus,Begomovirus,Begomovirus,replication protein,X,X,X,
CAZ65451.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
CBA10393.1,Begomovirus,Begomovirus,Begomovirus,Rep protein,X,X,X,
CBA13130.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
CBA13349.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBA18068.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBA18075.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBA18082.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBA18089.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBA18096.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBA18103.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBA18491.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
CBA32745.1,Begomovirus,Begomovirus,Begomovirus,replication initiator protien,X,X,X,
CBA34961.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
CBE66551.2,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
CBE70754.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBE70760.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBE70766.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBE70772.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBE70778.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBE70784.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBF39772.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
CBG22885.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CBG22897.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CBG22903.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CBG22909.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CBG22927.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CBG22939.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CBG22951.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CBG22957.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CBG22969.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CBG23011.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CBG23017.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CBG76608.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CBG76614.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CBG76620.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CBG76626.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CBH28932.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
CBI61178.1,Begomovirus,Begomovirus,Begomovirus,Rep protein,X,X,X,
CBI70241.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein (Rep),X,X,X,
CBJ17625.1,Begomovirus,Begomovirus,Begomovirus,replication initiator protein,X,X,X,
CBJ17635.1,Begomovirus,Begomovirus,Begomovirus,replication initiator protein,X,X,X,
CBJ17643.1,Begomovirus,Begomovirus,Begomovirus,replication initiator protein,X,X,X,
CBJ17653.1,Begomovirus,Begomovirus,Begomovirus,replication initiator protein,X,X,X,
CBJ17666.1,Begomovirus,Begomovirus,Begomovirus,replication initiator protein,X,X,X,
CBJ17676.1,Begomovirus,Begomovirus,Begomovirus,replication initiator protein,X,X,X,
CBJ17698.1,Begomovirus,Begomovirus,Begomovirus,replication initiator protein,X,X,X,
CBJ17706.1,Begomovirus,Begomovirus,Begomovirus,replication initiator protein,X,X,X,
CBJ17715.1,Begomovirus,Begomovirus,Begomovirus,replication initiator protein,X,X,X,
CBJ17724.1,Begomovirus,Begomovirus,Begomovirus,replication initiator protein,X,X,X,
CBJ57256.1,Begomovirus,Begomovirus,Begomovirus,replication protein,X,X,X,
CBJ57262.1,Begomovirus,Begomovirus,Begomovirus,replication protein,X,X,X,
CBK44094.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBK52346.1,Circovirus,Circovirus,Circovirus,replicase,X,X,X,
CBK52348.1,Circovirus,Circovirus,Circovirus,replicase,X,X,X,
CBK52349.1,Circovirus,Circovirus,Circovirus,replicase,X,X,X,
CBK52350.1,Circovirus,Circovirus,Circovirus,replicase,X,X,X,
CBK52354.1,Circovirus,Circovirus,Circovirus,replicase,X,X,X,X
CBK52355.1,Circovirus,Circovirus,Circovirus,replicase,X,X,X,
CBL51920.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
CBL51933.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
CBL58140.1,Begomovirus,Begomovirus,Begomovirus,replication protein,X,X,X,
CBL58146.1,Begomovirus,Begomovirus,Begomovirus,replication protein,X,X,X,
CBL58152.1,Begomovirus,Begomovirus,Begomovirus,replication protein,X,X,X,
CBL58158.1,Begomovirus,Begomovirus,Begomovirus,replication protein,X,X,X,
CBL58164.1,Mastrevirus,Mastrevirus,Mastrevirus,replication-associated protein A,X,X,X,
CBL58166.1,Mastrevirus,Mastrevirus,Mastrevirus,replication-associated protein A,X,X,X,
CBL58168.1,Mastrevirus,Mastrevirus,Mastrevirus,replication-associated protein A,X,X,X,
CBL58172.1,Mastrevirus,Mastrevirus,Mastrevirus,replication-associated protein A,X,X,X,
CBN73317.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
CBX25666.1,Begomovirus,Begomovirus,Begomovirus,rep,X,X,X,
CBX43980.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBX51423.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBX51441.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBY83986.1,Begomovirus,Begomovirus,Begomovirus,replication assciated protein,X,X,X,
CBY83995.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
CBY84000.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBY84009.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBY84014.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBY85120.1,Begomovirus,Begomovirus,Begomovirus,Replication-associated protein,X,X,X,
CBY85311.1,Begomovirus,Begomovirus,Begomovirus,Rep protein,X,X,X,
CBY85325.1,Begomovirus,Begomovirus,Begomovirus,Rep protein,X,X,X,
CBY85333.1,Begomovirus,Begomovirus,Begomovirus,Rep protein,X,X,X,
CBY88989.1,Begomovirus,Begomovirus,Begomovirus,ac1 gene product,X,X,X,
CBY88995.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CBZ39263.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CCA30528.1,Begomovirus,Begomovirus,Begomovirus,replication assciated protein,X,X,X,
CCA30540.1,Begomovirus,Begomovirus,Begomovirus,replication assciated protein,X,X,X,
CCA64205.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CCA64216.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CCA64221.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CCC14812.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
CCC14824.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
CCD21823.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CCD22077.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CCD22087.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CCE21582.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CCE21588.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,X
CCE21594.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CCE21600.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CCE21606.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CCE94326.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CCE94334.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CCF74113.1,Nanovirus,Nanovirus,Nanovirus,master replication initiatior protein,X,X,X,X
CCF77736.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,X
CCF86304.1,Nanovirus,Nanovirus,Nanovirus,master replication initiation protein,X,X,X,X
CCG85195.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CCG85200.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CCG85206.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CCG85218.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,X
CCG85224.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CCH15225.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,X
CCH63253.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
CCH63259.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
CCH63310.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
CCH63317.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
CCH63324.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
CCH63331.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
CCH63352.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
CCH63363.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CCH63369.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CCH63375.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CCH63381.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein (Rep),X,X,X,
CCH75816.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
CCH75822.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
CCH75828.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
CCH75834.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
CCH75840.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
CCH75846.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
CCH75852.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
CCI71998.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
CCI73900.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
CCI74074.1,Begomovirus,Begomovirus,Begomovirus,replication association protein,X,X,X,
CCI79626.1,Mastrevirus,Mastrevirus,Mastrevirus,RepA,X,X,X,X
CCI88376.1,Mastrevirus,Mastrevirus,Mastrevirus,RepA,X,X,X,X
CCI88380.1,Mastrevirus,Mastrevirus,Mastrevirus,RepA,X,X,X,
CCK73222.1,Begomovirus,Begomovirus,Begomovirus,Replication Associated Protein,X,X,X,
CCK73228.1,Begomovirus,Begomovirus,Begomovirus,Replication Associated Protein,X,X,X,
CCK73234.1,Begomovirus,Begomovirus,Begomovirus,Replication Associated Protein,X,X,X,
CCK73240.1,Begomovirus,Begomovirus,Begomovirus,Replication Associated Protein,X,X,X,
CCK73246.1,Begomovirus,Begomovirus,Begomovirus,Replication Associated Protein,X,X,X,
CCK73252.1,Begomovirus,Begomovirus,Begomovirus,Replication Associated Protein,X,X,X,
CCK73258.1,Begomovirus,Begomovirus,Begomovirus,Replication Associated Protein,X,X,X,
CCK73270.1,Begomovirus,Begomovirus,Begomovirus,Replication Associated Protein,X,X,X,
CCK73276.1,Begomovirus,Begomovirus,Begomovirus,Replication Associated Protein,X,X,X,
CCK73282.1,Begomovirus,Begomovirus,Begomovirus,Replication Associated Protein,X,X,X,
CCK73288.1,Begomovirus,Begomovirus,Begomovirus,Replication Associated Protein,X,X,X,
CCK73294.1,Begomovirus,Begomovirus,Begomovirus,Replication Associated Protein,X,X,X,
CCK73300.1,Begomovirus,Begomovirus,Begomovirus,Replication Associated Protein,X,X,X,
CCK73306.1,Begomovirus,Begomovirus,Begomovirus,Replication Associated Protein,X,X,X,
CCK73312.1,Begomovirus,Begomovirus,Begomovirus,Replication Associated Protein,X,X,X,
CCK73318.1,Begomovirus,Begomovirus,Begomovirus,Replication Associated Protein,X,X,X,
CCK73324.1,Begomovirus,Begomovirus,Begomovirus,Replication Associated Protein,X,X,X,
CCM43970.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CCM97049.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CCM97054.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CCM97059.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CCM97064.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CCM97069.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
CCM97108.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein (Rep),X,X,X,
CCO56180.1,Begomovirus,Begomovirus,Begomovirus,Replication-associated protein,X,X,X,
CCO56186.1,Begomovirus,Begomovirus,Begomovirus,Replication-associated protein,X,X,X,
